code,vulnerable,vulnerability,vulnerable_line,patched_line,vulnerable_code,patched_code,file_name
"
      for (j = 0; j < len2; j++)
	{
	  result[len] = (char *)xmalloc (1 + strlen_1 + strlen (arr2[j]));
	  strcpy (result[len], arr1[i]);
",1,unused,803,unused,"
      for (j = 0; j < len2; j++)
	{
	  result[len] = (char *)xmalloc (1 + strlen_1 + strlen (arr2[j]));
	  strcpy (result[len], arr1[i]);
",unused,bashdebstretche-braces.c
"      for (j = 0; j < len2; j++)
	{
	  result[len] = (char *)xmalloc (1 + strlen_1 + strlen (arr2[j]));
	  strcpy (result[len], arr1[i]);
	  strcpy (result[len] + strlen_1, arr2[j]);
",1,unused,804,unused,"      for (j = 0; j < len2; j++)
	{
	  result[len] = (char *)xmalloc (1 + strlen_1 + strlen (arr2[j]));
	  strcpy (result[len], arr1[i]);
	  strcpy (result[len] + strlen_1, arr2[j]);
",unused,bashdebstretche-braces.c
"	  sum = cpu / 100;
	  sum_frac = (cpu % 100) * 10;
	  len = mkfmt (ts, 2, 0, sum, sum_frac);
	  RESIZE_MALLOCED_BUFFER (str, sindex, len, ssize, 64);
	  strcpy (str + sindex, ts);
",1,unused,1249,unused,"	  sum = cpu / 100;
	  sum_frac = (cpu % 100) * 10;
	  len = mkfmt (ts, 2, 0, sum, sum_frac);
	  RESIZE_MALLOCED_BUFFER (str, sindex, len, ssize, 64);
	  strcpy (str + sindex, ts);
",unused,bashdebstretche-execute_cmd.c
"	      free (str);
	      return;
	    }
	  RESIZE_MALLOCED_BUFFER (str, sindex, len, ssize, 64);
	  strcpy (str + sindex, ts);
",1,unused,1280,unused,"	      free (str);
	      return;
	    }
	  RESIZE_MALLOCED_BUFFER (str, sindex, len, ssize, 64);
	  strcpy (str + sindex, ts);
",unused,bashdebstretche-execute_cmd.c
"  bind_variable (namevar, t, 0);
  free (t);
#endif

  sprintf (namevar, ""%s_PID"", cp->c_name);
",1,unused,2222,unused,"  bind_variable (namevar, t, 0);
  free (t);
#endif

  sprintf (namevar, ""%s_PID"", cp->c_name);
",unused,bashdebstretche-execute_cmd.c
"
  l = strlen (cp->c_name);
  namevar = xmalloc (l + 16);

  sprintf (namevar, ""%s_PID"", cp->c_name);
",1,unused,2243,unused,"
  l = strlen (cp->c_name);
  namevar = xmalloc (l + 16);

  sprintf (namevar, ""%s_PID"", cp->c_name);
",unused,bashdebstretche-execute_cmd.c
"
  llen = strlen (vname) + sizeof (ibuf) + 3;
  lhs = xmalloc (llen);

  sprintf (lhs, ""%s[%s]"", vname, istr);		/* XXX */
",1,unused,342,unused,"
  llen = strlen (vname) + sizeof (ibuf) + 3;
  lhs = xmalloc (llen);

  sprintf (lhs, ""%s[%s]"", vname, istr);		/* XXX */
",unused,bashdebstretche-expr.c
"      if (tail[0] != '.' || tail[1] != '/')
	{
	  dotted_filename = (char *)xmalloc (3 + strlen (tail));
	  dotted_filename[0] = '.'; dotted_filename[1] = '/';
	  strcpy (dotted_filename + 2, tail);
",1,unused,155,unused,"      if (tail[0] != '.' || tail[1] != '/')
	{
	  dotted_filename = (char *)xmalloc (3 + strlen (tail));
	  dotted_filename[0] = '.'; dotted_filename[1] = '/';
	  strcpy (dotted_filename + 2, tail);
",unused,bashdebstretche-hashcmd.c
"	  lose = 1;
	}
      else
	{
	  strcpy (npat, pat);
",1,unused,644,unused,"	  lose = 1;
	}
      else
	{
	  strcpy (npat, pat);
",unused,bashdebstretche-lib2Fglob2Fglob.c
"	{
	  strcpy (npat, pat);
	  dequote_pathname (npat);

	  strcpy (nextname, dir);
",1,unused,647,unused,"	{
	  strcpy (npat, pat);
	  dequote_pathname (npat);

	  strcpy (nextname, dir);
",unused,bashdebstretche-lib2Fglob2Fglob.c
"	  dequote_pathname (npat);

	  strcpy (nextname, dir);
	  nextname[dirlen++] = '/';
	  strcpy (nextname + dirlen, npat);
",1,unused,649,unused,"	  dequote_pathname (npat);

	  strcpy (nextname, dir);
	  nextname[dirlen++] = '/';
	  strcpy (nextname + dirlen, npat);
",unused,bashdebstretche-lib2Fglob2Fglob.c
"	  free (result);
	  return (NULL);
	}

      strcpy (result[i], dir);
",1,unused,986,unused,"	  free (result);
	  return (NULL);
	}

      strcpy (result[i], dir);
",unused,bashdebstretche-lib2Fglob2Fglob.c
"
      strcpy (result[i], dir);
      if (add_slash)
	result[i][l] = '/';
      strcpy (result[i] + l + add_slash, array[i]);
",1,unused,989,unused,"
      strcpy (result[i], dir);
      if (add_slash)
	result[i][l] = '/';
      strcpy (result[i] + l + add_slash, array[i]);
",unused,bashdebstretche-lib2Fglob2Fglob.c
"		       with the eighth bit set to ESC-prefixed sequences, then
		       we can use \M-.  Otherwise we need to use the sequence
		       for ESC. */
		    if (_rl_convert_meta_chars_to_ascii && map[ESC].type == ISKMAP)
		      sprintf (keyname, ""\\M-"");
",1,unused,2304,unused,"		       with the eighth bit set to ESC-prefixed sequences, then
		       we can use \M-.  Otherwise we need to use the sequence
		       for ESC. */
		    if (_rl_convert_meta_chars_to_ascii && map[ESC].type == ISKMAP)
		      sprintf (keyname, ""\\M-"");
",unused,bashdebstretche-lib2Freadline2Fbind.c
"		       for ESC. */
		    if (_rl_convert_meta_chars_to_ascii && map[ESC].type == ISKMAP)
		      sprintf (keyname, ""\\M-"");
		    else
		      sprintf (keyname, ""\\e"");
",1,unused,2306,unused,"		       for ESC. */
		    if (_rl_convert_meta_chars_to_ascii && map[ESC].type == ISKMAP)
		      sprintf (keyname, ""\\M-"");
		    else
		      sprintf (keyname, ""\\e"");
",unused,bashdebstretche-lib2Freadline2Fbind.c
"		    else
		      sprintf (keyname, ""\\e"");
		  }
		else if (CTRL_CHAR (key))
		  sprintf (keyname, ""\\C-%c"", _rl_to_lower (UNCTRL (key)));
",1,unused,2309,unused,"		    else
		      sprintf (keyname, ""\\e"");
		  }
		else if (CTRL_CHAR (key))
		  sprintf (keyname, ""\\C-%c"", _rl_to_lower (UNCTRL (key)));
",unused,bashdebstretche-lib2Freadline2Fbind.c
"		  }
		else if (CTRL_CHAR (key))
		  sprintf (keyname, ""\\C-%c"", _rl_to_lower (UNCTRL (key)));
		else if (key == RUBOUT)
		  sprintf (keyname, ""\\C-?"");
",1,unused,2311,unused,"		  }
		else if (CTRL_CHAR (key))
		  sprintf (keyname, ""\\C-%c"", _rl_to_lower (UNCTRL (key)));
		else if (key == RUBOUT)
		  sprintf (keyname, ""\\C-?"");
",unused,bashdebstretche-lib2Freadline2Fbind.c
"		    keyname[0] = (char) key;
		    keyname[1] = '\0';
		  }
		
		strcat (keyname, seqs[i]);
",1,unused,2324,unused,"		    keyname[0] = (char) key;
		    keyname[1] = '\0';
		  }
		
		strcat (keyname, seqs[i]);
",unused,bashdebstretche-lib2Freadline2Fbind.c
"	  if (key == ESC)
	    {
	      keyname = (char *)xmalloc (3 + prefix_len);
	      if (prefix)
		strcpy (keyname, prefix);
",1,unused,2477,unused,"	  if (key == ESC)
	    {
	      keyname = (char *)xmalloc (3 + prefix_len);
	      if (prefix)
		strcpy (keyname, prefix);
",unused,bashdebstretche-lib2Freadline2Fbind.c
"	      keyname = _rl_get_keyname (key);
	      if (prefix)
		{
		  out = (char *)xmalloc (strlen (keyname) + prefix_len + 1);
		  strcpy (out, prefix);
",1,unused,2488,unused,"	      keyname = _rl_get_keyname (key);
	      if (prefix)
		{
		  out = (char *)xmalloc (strlen (keyname) + prefix_len + 1);
		  strcpy (out, prefix);
",unused,bashdebstretche-lib2Freadline2Fbind.c
"	      if (prefix)
		{
		  out = (char *)xmalloc (strlen (keyname) + prefix_len + 1);
		  strcpy (out, prefix);
		  strcpy (out + prefix_len, keyname);
",1,unused,2489,unused,"	      if (prefix)
		{
		  out = (char *)xmalloc (strlen (keyname) + prefix_len + 1);
		  strcpy (out, prefix);
		  strcpy (out + prefix_len, keyname);
",unused,bashdebstretche-lib2Freadline2Fbind.c
"  else if (_rl_stricmp (name, ""comment-begin"") == 0)
    return (_rl_comment_begin ? _rl_comment_begin : RL_COMMENT_BEGIN_DEFAULT);
  else if (_rl_stricmp (name, ""completion-display-width"") == 0)
    {
      sprintf (numbuf, ""%d"", _rl_completion_columns);
",1,unused,2544,unused,"  else if (_rl_stricmp (name, ""comment-begin"") == 0)
    return (_rl_comment_begin ? _rl_comment_begin : RL_COMMENT_BEGIN_DEFAULT);
  else if (_rl_stricmp (name, ""completion-display-width"") == 0)
    {
      sprintf (numbuf, ""%d"", _rl_completion_columns);
",unused,bashdebstretche-lib2Freadline2Fbind.c
"      return (numbuf);
    }
  else if (_rl_stricmp (name, ""completion-prefix-display-length"") == 0)
    {
      sprintf (numbuf, ""%d"", _rl_completion_prefix_display_length);
",1,unused,2549,unused,"      return (numbuf);
    }
  else if (_rl_stricmp (name, ""completion-prefix-display-length"") == 0)
    {
      sprintf (numbuf, ""%d"", _rl_completion_prefix_display_length);
",unused,bashdebstretche-lib2Freadline2Fbind.c
"      return (numbuf);
    }
  else if (_rl_stricmp (name, ""completion-query-items"") == 0)
    {
      sprintf (numbuf, ""%d"", rl_completion_query_items);
",1,unused,2554,unused,"      return (numbuf);
    }
  else if (_rl_stricmp (name, ""completion-query-items"") == 0)
    {
      sprintf (numbuf, ""%d"", rl_completion_query_items);
",unused,bashdebstretche-lib2Freadline2Fbind.c
"  else if (_rl_stricmp (name, ""editing-mode"") == 0)
    return (rl_get_keymap_name_from_edit_mode ());
  else if (_rl_stricmp (name, ""history-size"") == 0)
    {
      sprintf (numbuf, ""%d"", history_is_stifled() ? history_max_entries : 0);
",1,unused,2561,unused,"  else if (_rl_stricmp (name, ""editing-mode"") == 0)
    return (rl_get_keymap_name_from_edit_mode ());
  else if (_rl_stricmp (name, ""history-size"") == 0)
    {
      sprintf (numbuf, ""%d"", history_is_stifled() ? history_max_entries : 0);
",unused,bashdebstretche-lib2Freadline2Fbind.c
"      return (ret ? ret : ""none"");
    }
  else if (_rl_stricmp (name, ""keyseq-timeout"") == 0)
    {
      sprintf (numbuf, ""%d"", _rl_keyseq_timeout);    
",1,unused,2588,unused,"      return (ret ? ret : ""none"");
    }
  else if (_rl_stricmp (name, ""keyseq-timeout"") == 0)
    {
      sprintf (numbuf, ""%d"", _rl_keyseq_timeout);    
",unused,bashdebstretche-lib2Freadline2Fbind.c
"
	  slen = strlen (s);
	  tlen = strlen (to_print);
	  new_full_pathname = (char *)xmalloc (slen + tlen + 2);
	  strcpy (new_full_pathname, s);
",1,unused,986,unused,"
	  slen = strlen (s);
	  tlen = strlen (to_print);
	  new_full_pathname = (char *)xmalloc (slen + tlen + 2);
	  strcpy (new_full_pathname, s);
",unused,bashdebstretche-lib2Freadline2Fcomplete.c
"	    slen--;
	  else
	    new_full_pathname[slen] = '/';
	  new_full_pathname[slen] = '/';
	  strcpy (new_full_pathname + slen + 1, to_print);
",1,unused,992,unused,"	    slen--;
	  else
	    new_full_pathname[slen] = '/';
	  new_full_pathname[slen] = '/';
	  strcpy (new_full_pathname + slen + 1, to_print);
",unused,bashdebstretche-lib2Freadline2Fcomplete.c
"  char *r;

  r = (char *)xmalloc (strlen (s) + 2);
  *r = *rl_completer_quote_characters;
  strcpy (r + 1, s);
",1,unused,1061,unused,"  char *r;

  r = (char *)xmalloc (strlen (s) + 2);
  *r = *rl_completer_quote_characters;
  strcpy (r + 1, s);
",unused,bashdebstretche-lib2Freadline2Fcomplete.c
"     value of matches[0]. */
  if (low == 0 && text && *text)
    {
      match_list[0] = (char *)xmalloc (strlen (text) + 1);
      strcpy (match_list[0], text);
",1,unused,1421,unused,"     value of matches[0]. */
  if (low == 0 && text && *text)
    {
      match_list[0] = (char *)xmalloc (strlen (text) + 1);
      strcpy (match_list[0], text);
",unused,bashdebstretche-lib2Freadline2Fcomplete.c
"      value = (char *)xmalloc (2 + strlen (entry->pw_name));

      *value = *text;

      strcpy (value + first_char_loc, entry->pw_name);
",1,unused,2327,unused,"      value = (char *)xmalloc (2 + strlen (entry->pw_name));

      *value = *text;

      strcpy (value + first_char_loc, entry->pw_name);
",unused,bashdebstretche-lib2Freadline2Fcomplete.c
"#endif

      if (temp)
	{
	  strcpy (filename, ++temp);
",1,unused,2518,unused,"#endif

      if (temp)
	{
	  strcpy (filename, ++temp);
",unused,bashdebstretche-lib2Freadline2Fcomplete.c
"	  if (rl_complete_with_tilde_expansion && *users_dirname == '~')
	    {
	      dirlen = strlen (dirname);
	      temp = (char *)xmalloc (2 + dirlen + D_NAMLEN (entry));
	      strcpy (temp, dirname);
",1,unused,2664,unused,"	  if (rl_complete_with_tilde_expansion && *users_dirname == '~')
	    {
	      dirlen = strlen (dirname);
	      temp = (char *)xmalloc (2 + dirlen + D_NAMLEN (entry));
	      strcpy (temp, dirname);
",unused,bashdebstretche-lib2Freadline2Fcomplete.c
"	  else
	    {
	      dirlen = strlen (users_dirname);
	      temp = (char *)xmalloc (2 + dirlen + D_NAMLEN (entry));
	      strcpy (temp, users_dirname);
",1,unused,2677,unused,"	  else
	    {
	      dirlen = strlen (users_dirname);
	      temp = (char *)xmalloc (2 + dirlen + D_NAMLEN (entry));
	      strcpy (temp, users_dirname);
",unused,bashdebstretche-lib2Freadline2Fcomplete.c
"	      if (users_dirname[dirlen - 1] != '/')
		temp[dirlen++] = '/';
	    }

	  strcpy (temp + dirlen, convfn);
",1,unused,2683,unused,"	      if (users_dirname[dirlen - 1] != '/')
		temp[dirlen++] = '/';
	    }

	  strcpy (temp + dirlen, convfn);
",unused,bashdebstretche-lib2Freadline2Fcomplete.c
"    {
      l = strlen (pmt);
      nprompt = (char *)xmalloc (l + mlen + 1);
      memcpy (nprompt, ms, mlen);
      strcpy (nprompt + mlen, pmt);
",1,unused,325,unused,"    {
      l = strlen (pmt);
      nprompt = (char *)xmalloc (l + mlen + 1);
      memcpy (nprompt, ms, mlen);
      strcpy (nprompt + mlen, pmt);
",unused,bashdebstretche-lib2Freadline2Fdisplay.c
"#endif
	{
	  if (_rl_output_meta_chars == 0)
	    {
	      sprintf (line + out, ""\\%o"", c);
",1,unused,903,unused,"#endif
	{
	  if (_rl_output_meta_chars == 0)
	    {
	      sprintf (line + out, ""\\%o"", c);
",unused,bashdebstretche-lib2Freadline2Fdisplay.c
"
  /* Make sure the line structures hold the already-displayed prompt for
     redisplay. */
  lprompt = local_prompt ? local_prompt : rl_prompt;
  strcpy (visible_line, lprompt);
",1,unused,2079,unused,"
  /* Make sure the line structures hold the already-displayed prompt for
     redisplay. */
  lprompt = local_prompt ? local_prompt : rl_prompt;
  strcpy (visible_line, lprompt);
",unused,bashdebstretche-lib2Freadline2Fdisplay.c
"  /* Make sure the line structures hold the already-displayed prompt for
     redisplay. */
  lprompt = local_prompt ? local_prompt : rl_prompt;
  strcpy (visible_line, lprompt);
  strcpy (invisible_line, lprompt);
",1,unused,2080,unused,"  /* Make sure the line structures hold the already-displayed prompt for
     redisplay. */
  lprompt = local_prompt ? local_prompt : rl_prompt;
  strcpy (visible_line, lprompt);
  strcpy (invisible_line, lprompt);
",unused,bashdebstretche-lib2Freadline2Fdisplay.c
"    {
      len = (rl_prompt && *rl_prompt) ? strlen (rl_prompt) : 0;
      pmt = (char *)xmalloc (len + 2);
      if (len)
	strcpy (pmt, rl_prompt);
",1,unused,2602,unused,"    {
      len = (rl_prompt && *rl_prompt) ? strlen (rl_prompt) : 0;
      pmt = (char *)xmalloc (len + 2);
      if (len)
	strcpy (pmt, rl_prompt);
",unused,bashdebstretche-lib2Freadline2Fdisplay.c
"      p++;
      len = strlen (p);
      pmt = (char *)xmalloc (len + 2);
      if (len)
	strcpy (pmt, p);
",1,unused,2612,unused,"      p++;
      len = strlen (p);
      pmt = (char *)xmalloc (len + 2);
      if (len)
	strcpy (pmt, p);
",unused,bashdebstretche-lib2Freadline2Fdisplay.c
"  temp = (char *)xmalloc (ll + elen + 3);
  strncpy (temp, s + start, ll);
  temp[ll] = ':';
  temp[ll + 1] = ' ';
  strcpy (temp + ll + 2, emsg);
",1,unused,419,unused,"  temp = (char *)xmalloc (ll + elen + 3);
  strncpy (temp, s + start, ll);
  temp[ll] = ':';
  temp[ll + 1] = ' ';
  strcpy (temp + ll + 2, emsg);
",unused,bashdebstretche-lib2Freadline2Fhistexpand.c
"      if (subst_rhs[i] == '&')
	{
	  if (j + subst_lhs_len >= new_size)
	    new = (char *)xrealloc (new, (new_size = new_size * 2 + subst_lhs_len));
	  strcpy (new + j, subst_lhs);
",1,unused,505,unused,"      if (subst_rhs[i] == '&')
	{
	  if (j + subst_lhs_len >= new_size)
	    new = (char *)xrealloc (new, (new_size = new_size * 2 + subst_lhs_len));
	  strcpy (new + j, subst_lhs);
",unused,bashdebstretche-lib2Freadline2Fhistexpand.c
"
  n = strlen (temp);
  if (n >= result_len)
    result = (char *)xrealloc (result, n + 2);
  strcpy (result, temp);
",1,unused,864,unused,"
  n = strlen (temp);
  if (n >= result_len)
    result = (char *)xrealloc (result, n + 2);
  strcpy (result, temp);
",unused,bashdebstretche-lib2Freadline2Fhistexpand.c
"
      string[0] = string[1] = history_expansion_char;
      string[2] = ':';
      string[3] = 's';
      strcpy (string + 4, hstring);
",1,unused,965,unused,"
      string[0] = string[1] = history_expansion_char;
      string[2] = ':';
      string[3] = 's';
      strcpy (string + 4, hstring);
",unused,bashdebstretche-lib2Freadline2Fhistexpand.c
"	  if ((dquote == 0 || history_quotes_inhibit_expansion == 0) &&
	      (i == 0 || member (string[i - 1], history_word_delimiters)))
	    {
	      temp = (char *)xmalloc (l - i + 1);
	      strcpy (temp, string + i);
",1,unused,1163,unused,"	  if ((dquote == 0 || history_quotes_inhibit_expansion == 0) &&
	      (i == 0 || member (string[i - 1], history_word_delimiters)))
	    {
	      temp = (char *)xmalloc (l - i + 1);
	      strcpy (temp, string + i);
",unused,bashdebstretche-lib2Freadline2Fhistexpand.c
"      result[0] = '\0';

      for (i = first, offset = 0; i < last; i++)
	{
	  strcpy (result + offset, list[i]);
",1,unused,1403,unused,"      result[0] = '\0';

      for (i = first, offset = 0; i < last; i++)
	{
	  strcpy (result + offset, list[i]);
",unused,bashdebstretche-lib2Freadline2Fhistexpand.c
"  else
    home_len = strlen (home);

  return_val = (char *)xmalloc (2 + home_len + 8); /* strlen("".history"") == 8 */
  strcpy (return_val, home);
",1,unused,170,unused,"  else
    home_len = strlen (home);

  return_val = (char *)xmalloc (2 + home_len + 8); /* strlen("".history"") == 8 */
  strcpy (return_val, home);
",unused,bashdebstretche-lib2Freadline2Fhistfile.c
"  return_val[home_len] = '/';
#if defined (__MSDOS__)
  strcpy (return_val + home_len + 1, ""_history"");
#else
  strcpy (return_val + home_len + 1, "".history"");
",1,unused,175,unused,"  return_val[home_len] = '/';
#if defined (__MSDOS__)
  strcpy (return_val + home_len + 1, ""_history"");
#else
  strcpy (return_val + home_len + 1, "".history"");
",unused,bashdebstretche-lib2Freadline2Fhistfile.c
"#endif
      
  len = strlen (fn);
  ret = xmalloc (len + 2);
  strcpy (ret, fn);
",1,unused,204,unused,"#endif
      
  len = strlen (fn);
  ret = xmalloc (len + 2);
  strcpy (ret, fn);
",unused,bashdebstretche-lib2Freadline2Fhistfile.c
"#endif
      
  len = strlen (fn);
  ret = xmalloc (len + 11);
  strcpy (ret, fn);
",1,unused,234,unused,"#endif
      
  len = strlen (fn);
  ret = xmalloc (len + 11);
  strcpy (ret, fn);
",unused,bashdebstretche-lib2Freadline2Fhistfile.c
"  ret[len+2] = (pid / 1000 % 10) + '0';
  ret[len+3] = (pid / 100 % 10) + '0';
  ret[len+4] = (pid / 10 % 10) + '0';
  ret[len+5] = (pid % 10) + '0';
  strcpy (ret + len + 6, "".tmp"");
",1,unused,245,unused,"  ret[len+2] = (pid / 1000 % 10) + '0';
  ret[len+3] = (pid / 100 % 10) + '0';
  ret[len+4] = (pid / 10 % 10) + '0';
  ret[len+5] = (pid % 10) + '0';
  strcpy (ret + len + 6, "".tmp"");
",unused,bashdebstretche-lib2Freadline2Fhistfile.c
"    for (j = 0, i = history_length - nelements; i < history_length; i++)
      {
	if (history_write_timestamps && the_history[i]->timestamp && the_history[i]->timestamp[0])
	  {
	    strcpy (buffer + j, the_history[i]->timestamp);
",1,unused,722,unused,"    for (j = 0, i = history_length - nelements; i < history_length; i++)
      {
	if (history_write_timestamps && the_history[i]->timestamp && the_history[i]->timestamp[0])
	  {
	    strcpy (buffer + j, the_history[i]->timestamp);
",unused,bashdebstretche-lib2Freadline2Fhistfile.c
"	    strcpy (buffer + j, the_history[i]->timestamp);
	    j += strlen (the_history[i]->timestamp);
	    buffer[j++] = '\n';
	  }
	strcpy (buffer + j, the_history[i]->line);
",1,unused,726,unused,"	    strcpy (buffer + j, the_history[i]->timestamp);
	    j += strlen (the_history[i]->timestamp);
	    buffer[j++] = '\n';
	  }
	strcpy (buffer + j, the_history[i]->line);
",unused,bashdebstretche-lib2Freadline2Fhistfile.c
"  if (newline)
    {
      hent->line = newline;
      hent->line[curlen++] = '\n';
      strcpy (hent->line + curlen, line);
",1,unused,430,unused,"  if (newline)
    {
      hent->line = newline;
      hent->line[curlen++] = '\n';
      strcpy (hent->line + curlen, line);
",unused,bashdebstretche-lib2Freadline2Fhistory.c
"  message[msglen++] = '(';

  if (flags & SF_FAILED)
    {
      strcpy (message + msglen, ""failed "");
",1,unused,182,unused,"  message[msglen++] = '(';

  if (flags & SF_FAILED)
    {
      strcpy (message + msglen, ""failed "");
",unused,bashdebstretche-lib2Freadline2Fisearch.c
"    }

  if (flags & SF_REVERSE)
    {
      strcpy (message + msglen, ""reverse-"");
",1,unused,188,unused,"    }

  if (flags & SF_REVERSE)
    {
      strcpy (message + msglen, ""reverse-"");
",unused,bashdebstretche-lib2Freadline2Fisearch.c
"      strcpy (message + msglen, ""reverse-"");
      msglen += 8;
    }

  strcpy (message + msglen, ""i-search)`"");
",1,unused,192,unused,"      strcpy (message + msglen, ""reverse-"");
      msglen += 8;
    }

  strcpy (message + msglen, ""i-search)`"");
",unused,bashdebstretche-lib2Freadline2Fisearch.c
"  msglen += 10;

  if (search_string)
    {
      strcpy (message + msglen, search_string);
",1,unused,197,unused,"  msglen += 10;

  if (search_string)
    {
      strcpy (message + msglen, search_string);
",unused,bashdebstretche-lib2Freadline2Fisearch.c
"      strcpy (message + msglen, search_string);
      msglen += searchlen;
    }

  strcpy (message + msglen, ""': "");
",1,unused,201,unused,"      strcpy (message + msglen, search_string);
      msglen += searchlen;
    }

  strcpy (message + msglen, ""': "");
",unused,bashdebstretche-lib2Freadline2Fisearch.c
"  else
    {
      /* Keep track of this so we can free it. */
      cxt->allocated_line = (char *)xmalloc (1 + strlen (rl_line_buffer));
      strcpy (cxt->allocated_line, &rl_line_buffer[0]);
",1,unused,242,unused,"  else
    {
      /* Keep track of this so we can free it. */
      cxt->allocated_line = (char *)xmalloc (1 + strlen (rl_line_buffer));
      strcpy (cxt->allocated_line, &rl_line_buffer[0]);
",unused,bashdebstretche-lib2Freadline2Fisearch.c
"_rl_isearch_fini (cxt)
     _rl_search_cxt *cxt;
{
  /* First put back the original state. */
  strcpy (rl_line_buffer, cxt->lines[cxt->save_line]);
",1,unused,274,unused,"_rl_isearch_fini (cxt)
     _rl_search_cxt *cxt;
{
  /* First put back the original state. */
  strcpy (rl_line_buffer, cxt->lines[cxt->save_line]);
",unused,bashdebstretche-lib2Freadline2Fisearch.c
"	  if (last_isearch_string)
	    {
	      cxt->search_string_size = 64 + last_isearch_string_len;
	      cxt->search_string = (char *)xrealloc (cxt->search_string, cxt->search_string_size);
	      strcpy (cxt->search_string, last_isearch_string);
",1,unused,523,unused,"	  if (last_isearch_string)
	    {
	      cxt->search_string_size = 64 + last_isearch_string_len;
	      cxt->search_string = (char *)xrealloc (cxt->search_string, cxt->search_string_size);
	      strcpy (cxt->search_string, last_isearch_string);
",unused,bashdebstretche-lib2Freadline2Fisearch.c
"      new = (char *)xmalloc (1 + strlen (old) + strlen (text));

      if (append)
	{
	  strcpy (new, old);
",1,unused,141,unused,"      new = (char *)xmalloc (1 + strlen (old) + strlen (text));

      if (append)
	{
	  strcpy (new, old);
",unused,bashdebstretche-lib2Freadline2Fkill.c
"
      if (append)
	{
	  strcpy (new, old);
	  strcat (new, text);
",1,unused,142,unused,"
      if (append)
	{
	  strcpy (new, old);
	  strcat (new, text);
",unused,bashdebstretche-lib2Freadline2Fkill.c
"	  strcat (new, text);
	}
      else
	{
	  strcpy (new, text);
",1,unused,146,unused,"	  strcat (new, text);
	}
      else
	{
	  strcpy (new, text);
",unused,bashdebstretche-lib2Freadline2Fkill.c
"	}
      else
	{
	  strcpy (new, text);
	  strcat (new, old);
",1,unused,147,unused,"	}
      else
	{
	  strcpy (new, text);
	  strcat (new, old);
",unused,bashdebstretche-lib2Freadline2Fkill.c
"      return;
    }

  ext = NULL;
  strcpy (label, ""??"");
",1,unused,318,unused,"      return;
    }

  ext = NULL;
  strcpy (label, ""??"");
",unused,bashdebstretche-lib2Freadline2Fparse-colors.c
"{
  char *ret;

  ret = (char *)xmalloc (strlen (s) + 1);
  strcpy (ret, s);
",1,unused,39,unused,"{
  char *ret;

  ret = (char *)xmalloc (strlen (s) + 1);
  strcpy (ret, s);
",unused,bashdebstretche-lib2Freadline2Fsavestring.c
"sh_set_lines_and_columns (lines, cols)
     int lines, cols;
{
#if defined (HAVE_SETENV)
  sprintf (setenv_buf, ""%d"", lines);
",1,unused,134,unused,"sh_set_lines_and_columns (lines, cols)
     int lines, cols;
{
#if defined (HAVE_SETENV)
  sprintf (setenv_buf, ""%d"", lines);
",unused,bashdebstretche-lib2Freadline2Fshell.c
"#if defined (HAVE_SETENV)
  sprintf (setenv_buf, ""%d"", lines);
  setenv (""LINES"", setenv_buf, 1);

  sprintf (setenv_buf, ""%d"", cols);
",1,unused,137,unused,"#if defined (HAVE_SETENV)
  sprintf (setenv_buf, ""%d"", lines);
  setenv (""LINES"", setenv_buf, 1);

  sprintf (setenv_buf, ""%d"", cols);
",unused,bashdebstretche-lib2Freadline2Fshell.c
"
  len = strlen (text);
  if (len >= rl_line_buffer_len)
    rl_extend_line_buffer (len);
  strcpy (rl_line_buffer, text);
",1,unused,218,unused,"
  len = strlen (text);
  if (len >= rl_line_buffer_len)
    rl_extend_line_buffer (len);
  strcpy (rl_line_buffer, text);
",unused,bashdebstretche-lib2Freadline2Ftext.c
"	{
	  if ((result_index + len + 1) > result_size)
	    result = (char *)xrealloc (result, 1 + (result_size += (len + 20)));

	  strcpy (result + result_index, expansion);
",1,unused,255,unused,"	{
	  if ((result_index + len + 1) > result_size)
	    result = (char *)xrealloc (result, 1 + (result_size += (len + 20)));

	  strcpy (result + result_index, expansion);
",unused,bashdebstretche-lib2Freadline2Ftilde.c
"  plen = (prefix && *prefix) ? strlen (prefix) : 0;
  slen = strlen (suffix + suffind);
  ret = (char *)xmalloc (plen + slen + 1);
  if (plen)
    strcpy (ret, prefix);
",1,unused,338,unused,"  plen = (prefix && *prefix) ? strlen (prefix) : 0;
  slen = strlen (suffix + suffind);
  ret = (char *)xmalloc (plen + slen + 1);
  if (plen)
    strcpy (ret, prefix);
",unused,bashdebstretche-lib2Freadline2Ftilde.c
"  slen = strlen (suffix + suffind);
  ret = (char *)xmalloc (plen + slen + 1);
  if (plen)
    strcpy (ret, prefix);
  strcpy (ret + plen, suffix + suffind);
",1,unused,339,unused,"  slen = strlen (suffix + suffind);
  ret = (char *)xmalloc (plen + slen + 1);
  if (plen)
    strcpy (ret, prefix);
  strcpy (ret + plen, suffix + suffind);
",unused,bashdebstretche-lib2Freadline2Ftilde.c
